Schema,Name,Result data type,Argument data types,Type,Volatility,Parallel,Owner,Security,Access privileges,Language,Source code,Description
pg_catalog,float4lt,boolean,"real, real",func,immutable,safe,postgres,invoker,,internal,float4lt,implementation of < operator
pg_catalog,float4mi,real,"real, real",func,immutable,safe,postgres,invoker,,internal,float4mi,implementation of - operator
pg_catalog,float4mul,real,"real, real",func,immutable,safe,postgres,invoker,,internal,float4mul,implementation of * operator
pg_catalog,float4ne,boolean,"real, real",func,immutable,safe,postgres,invoker,,internal,float4ne,implementation of <> operator
pg_catalog,float4out,cstring,real,func,immutable,safe,postgres,invoker,,internal,float4out,I/O
pg_catalog,float4pl,real,"real, real",func,immutable,safe,postgres,invoker,,internal,float4pl,implementation of + operator
pg_catalog,float4recv,real,internal,func,immutable,safe,postgres,invoker,,internal,float4recv,I/O
pg_catalog,float4send,bytea,real,func,immutable,safe,postgres,invoker,,internal,float4send,I/O
pg_catalog,float4smaller,real,"real, real",func,immutable,safe,postgres,invoker,,internal,float4smaller,smaller of two
pg_catalog,float4um,real,real,func,immutable,safe,postgres,invoker,,internal,float4um,implementation of - operator
pg_catalog,float4up,real,real,func,immutable,safe,postgres,invoker,,internal,float4up,implementation of + operator
pg_catalog,float8,double precision,bigint,func,immutable,safe,postgres,invoker,,internal,i8tod,convert int8 to float8
pg_catalog,float8,double precision,integer,func,immutable,safe,postgres,invoker,,internal,i4tod,convert int4 to float8
pg_catalog,float8,double precision,jsonb,func,immutable,safe,postgres,invoker,,internal,jsonb_float8,convert jsonb to float8
pg_catalog,float8,double precision,numeric,func,immutable,safe,postgres,invoker,,internal,numeric_float8,convert numeric to float8
pg_catalog,float8,double precision,real,func,immutable,safe,postgres,invoker,,internal,ftod,convert float4 to float8
pg_catalog,float8,double precision,smallint,func,immutable,safe,postgres,invoker,,internal,i2tod,convert int2 to float8
pg_catalog,float84div,double precision,"double precision, real",func,immutable,safe,postgres,invoker,,internal,float84div,implementation of / operator
pg_catalog,float84eq,boolean,"double precision, real",func,immutable,safe,postgres,invoker,,internal,float84eq,implementation of = operator
pg_catalog,float84ge,boolean,"double precision, real",func,immutable,safe,postgres,invoker,,internal,float84ge,implementation of >= operator
pg_catalog,float84gt,boolean,"double precision, real",func,immutable,safe,postgres,invoker,,internal,float84gt,implementation of > operator
pg_catalog,float84le,boolean,"double precision, real",func,immutable,safe,postgres,invoker,,internal,float84le,implementation of <= operator
pg_catalog,float84lt,boolean,"double precision, real",func,immutable,safe,postgres,invoker,,internal,float84lt,implementation of < operator
pg_catalog,float84mi,double precision,"double precision, real",func,immutable,safe,postgres,invoker,,internal,float84mi,implementation of - operator
pg_catalog,float84mul,double precision,"double precision, real",func,immutable,safe,postgres,invoker,,internal,float84mul,implementation of * operator
pg_catalog,float84ne,boolean,"double precision, real",func,immutable,safe,postgres,invoker,,internal,float84ne,implementation of <> operator
pg_catalog,float84pl,double precision,"double precision, real",func,immutable,safe,postgres,invoker,,internal,float84pl,implementation of + operator
pg_catalog,float8_accum,double precision[],"double precision[], double precision",func,immutable,safe,postgres,invoker,,internal,float8_accum,aggregate transition function
pg_catalog,float8_avg,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_avg,aggregate final function
pg_catalog,float8_combine,double precision[],"double precision[], double precision[]",func,immutable,safe,postgres,invoker,,internal,float8_combine,aggregate combine function
pg_catalog,float8_corr,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_corr,aggregate final function
pg_catalog,float8_covar_pop,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_covar_pop,aggregate final function
pg_catalog,float8_covar_samp,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_covar_samp,aggregate final function
pg_catalog,float8_regr_accum,double precision[],"double precision[], double precision, double precision",func,immutable,safe,postgres,invoker,,internal,float8_regr_accum,aggregate transition function
pg_catalog,float8_regr_avgx,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_regr_avgx,aggregate final function
pg_catalog,float8_regr_avgy,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_regr_avgy,aggregate final function
pg_catalog,float8_regr_combine,double precision[],"double precision[], double precision[]",func,immutable,safe,postgres,invoker,,internal,float8_regr_combine,aggregate combine function
pg_catalog,float8_regr_intercept,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_regr_intercept,aggregate final function
pg_catalog,float8_regr_r2,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_regr_r2,aggregate final function
pg_catalog,float8_regr_slope,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_regr_slope,aggregate final function
pg_catalog,float8_regr_sxx,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_regr_sxx,aggregate final function
pg_catalog,float8_regr_sxy,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_regr_sxy,aggregate final function
pg_catalog,float8_regr_syy,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_regr_syy,aggregate final function
pg_catalog,float8_stddev_pop,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_stddev_pop,aggregate final function
pg_catalog,float8_stddev_samp,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_stddev_samp,aggregate final function
pg_catalog,float8_var_pop,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_var_pop,aggregate final function
pg_catalog,float8_var_samp,double precision,double precision[],func,immutable,safe,postgres,invoker,,internal,float8_var_samp,aggregate final function
pg_catalog,float8abs,double precision,double precision,func,immutable,safe,postgres,invoker,,internal,float8abs,implementation of @ operator
pg_catalog,float8div,double precision,"double precision, double precision",func,immutable,safe,postgres,invoker,,internal,float8div,implementation of / operator
pg_catalog,float8eq,boolean,"double precision, double precision",func,immutable,safe,postgres,invoker,,internal,float8eq,implementation of = operator
pg_catalog,float8ge,boolean,"double precision, double precision",func,immutable,safe,postgres,invoker,,internal,float8ge,implementation of >= operator
pg_catalog,float8gt,boolean,"double precision, double precision",func,immutable,safe,postgres,invoker,,internal,float8gt,implementation of > operator
pg_catalog,float8in,double precision,cstring,func,immutable,safe,postgres,invoker,,internal,float8in,I/O
pg_catalog,float8larger,double precision,"double precision, double precision",func,immutable,safe,postgres,invoker,,internal,float8larger,larger of two
pg_catalog,float8le,boolean,"double precision, double precision",func,immutable,safe,postgres,invoker,,internal,float8le,implementation of <= operator
pg_catalog,float8lt,boolean,"double precision, double precision",func,immutable,safe,postgres,invoker,,internal,float8lt,implementation of < operator
pg_catalog,float8mi,double precision,"double precision, double precision",func,immutable,safe,postgres,invoker,,internal,float8mi,implementation of - operator
pg_catalog,float8mul,double precision,"double precision, double precision",func,immutable,safe,postgres,invoker,,internal,float8mul,implementation of * operator
pg_catalog,float8ne,boolean,"double precision, double precision",func,immutable,safe,postgres,invoker,,internal,float8ne,implementation of <> operator
pg_catalog,float8out,cstring,double precision,func,immutable,safe,postgres,invoker,,internal,float8out,I/O
pg_catalog,float8pl,double precision,"double precision, double precision",func,immutable,safe,postgres,invoker,,internal,float8pl,implementation of + operator
pg_catalog,float8recv,double precision,internal,func,immutable,safe,postgres,invoker,,internal,float8recv,I/O
pg_catalog,float8send,bytea,double precision,func,immutable,safe,postgres,invoker,,internal,float8send,I/O
pg_catalog,float8smaller,double precision,"double precision, double precision",func,immutable,safe,postgres,invoker,,internal,float8smaller,smaller of two
pg_catalog,float8um,double precision,double precision,func,immutable,safe,postgres,invoker,,internal,float8um,implementation of - operator
pg_catalog,float8up,double precision,double precision,func,immutable,safe,postgres,invoker,,internal,float8up,implementation of + operator
pg_catalog,floor,double precision,double precision,func,immutable,safe,postgres,invoker,,internal,dfloor,nearest integer <= value
pg_catalog,floor,numeric,numeric,func,immutable,safe,postgres,invoker,,internal,numeric_floor,nearest integer <= value
pg_catalog,flt4_mul_cash,money,"real, money",func,immutable,safe,postgres,invoker,,internal,flt4_mul_cash,implementation of * operator
pg_catalog,flt8_mul_cash,money,"double precision, money",func,immutable,safe,postgres,invoker,,internal,flt8_mul_cash,implementation of * operator
pg_catalog,fmgr_c_validator,void,oid,func,stable,safe,postgres,invoker,,internal,fmgr_c_validator,(internal)
pg_catalog,fmgr_internal_validator,void,oid,func,stable,safe,postgres,invoker,,internal,fmgr_internal_validator,(internal)
pg_catalog,fmgr_sql_validator,void,oid,func,stable,safe,postgres,invoker,,internal,fmgr_sql_validator,(internal)
pg_catalog,format,text,text,func,stable,safe,postgres,invoker,,internal,text_format_nv,format text message
pg_catalog,format,text,"text, VARIADIC ""any""",func,stable,safe,postgres,invoker,,internal,text_format,format text message
pg_catalog,format_type,text,"oid, integer",func,stable,safe,postgres,invoker,,internal,format_type,format a type oid and atttypmod to canonical SQL
pg_catalog,gb18030_to_utf8,integer,"integer, integer, cstring, internal, integer, boolean",func,immutable,safe,postgres,invoker,,c,gb18030_to_utf8,internal conversion function for GB18030 to UTF8
pg_catalog,gbk_to_utf8,integer,"integer, integer, cstring, internal, integer, boolean",func,immutable,safe,postgres,invoker,,c,gbk_to_utf8,internal conversion function for GBK to UTF8
pg_catalog,gcd,bigint,"bigint, bigint",func,immutable,safe,postgres,invoker,,internal,int8gcd,greatest common divisor
pg_catalog,gcd,integer,"integer, integer",func,immutable,safe,postgres,invoker,,internal,int4gcd,greatest common divisor
pg_catalog,gcd,numeric,"numeric, numeric",func,immutable,safe,postgres,invoker,,internal,numeric_gcd,greatest common divisor
pg_catalog,gen_random_uuid,uuid,,func,volatile,safe,postgres,invoker,,internal,gen_random_uuid,generate random UUID
pg_catalog,generate_series,SETOF bigint,"bigint, bigint",func,immutable,safe,postgres,invoker,,internal,generate_series_int8,non-persistent series generator
pg_catalog,generate_series,SETOF bigint,"bigint, bigint, bigint",func,immutable,safe,postgres,invoker,,internal,generate_series_step_int8,non-persistent series generator
pg_catalog,generate_series,SETOF integer,"integer, integer",func,immutable,safe,postgres,invoker,,internal,generate_series_int4,non-persistent series generator
pg_catalog,generate_series,SETOF integer,"integer, integer, integer",func,immutable,safe,postgres,invoker,,internal,generate_series_step_int4,non-persistent series generator
pg_catalog,generate_series,SETOF numeric,"numeric, numeric",func,immutable,safe,postgres,invoker,,internal,generate_series_numeric,non-persistent series generator
pg_catalog,generate_series,SETOF numeric,"numeric, numeric, numeric",func,immutable,safe,postgres,invoker,,internal,generate_series_step_numeric,non-persistent series generator
pg_catalog,generate_series,SETOF timestamp without time zone,"timestamp without time zone, timestamp without time zone, interval",func,immutable,safe,postgres,invoker,,internal,generate_series_timestamp,non-persistent series generator
pg_catalog,generate_series,SETOF timestamp with time zone,"timestamp with time zone, timestamp with time zone, interval",func,stable,safe,postgres,invoker,,internal,generate_series_timestamptz,non-persistent series generator
pg_catalog,generate_series_int4_support,internal,internal,func,immutable,safe,postgres,invoker,,internal,generate_series_int4_support,planner support for generate_series
pg_catalog,generate_series_int8_support,internal,internal,func,immutable,safe,postgres,invoker,,internal,generate_series_int8_support,planner support for generate_series
pg_catalog,generate_subscripts,SETOF integer,"anyarray, integer",func,immutable,safe,postgres,invoker,,internal,generate_subscripts_nodir,array subscripts generator
pg_catalog,generate_subscripts,SETOF integer,"anyarray, integer, boolean",func,immutable,safe,postgres,invoker,,internal,generate_subscripts,array subscripts generator
pg_catalog,get_bit,integer,"bit, integer",func,immutable,safe,postgres,invoker,,internal,bitgetbit,get bit
pg_catalog,get_bit,integer,"bytea, bigint",func,immutable,safe,postgres,invoker,,internal,byteaGetBit,get bit
pg_catalog,get_byte,integer,"bytea, integer",func,immutable,safe,postgres,invoker,,internal,byteaGetByte,get byte
pg_catalog,get_current_ts_config,regconfig,,func,stable,safe,postgres,invoker,,internal,get_current_ts_config,get current tsearch configuration
pg_catalog,getdatabaseencoding,name,,func,stable,safe,postgres,invoker,,internal,getdatabaseencoding,encoding name of current database
pg_catalog,getpgusername,name,,func,stable,safe,postgres,invoker,,internal,current_user,"deprecated, use current_user instead"
pg_catalog,gin_clean_pending_list,bigint,regclass,func,volatile,unsafe,postgres,invoker,,internal,gin_clean_pending_list,clean up GIN pending list
pg_catalog,gin_cmp_prefix,integer,"text, text, smallint, internal",func,immutable,safe,postgres,invoker,,internal,gin_cmp_prefix,GIN tsvector support
pg_catalog,gin_cmp_tslexeme,integer,"text, text",func,immutable,safe,postgres,invoker,,internal,gin_cmp_tslexeme,GIN tsvector support
pg_catalog,gin_compare_jsonb,integer,"text, text",func,immutable,safe,postgres,invoker,,internal,gin_compare_jsonb,GIN support
pg_catalog,gin_consistent_jsonb,boolean,"internal, smallint, jsonb, integer, internal, internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_consistent_jsonb,GIN support
pg_catalog,gin_consistent_jsonb_path,boolean,"internal, smallint, jsonb, integer, internal, internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_consistent_jsonb_path,GIN support
pg_catalog,gin_extract_jsonb,internal,"jsonb, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_extract_jsonb,GIN support
pg_catalog,gin_extract_jsonb_path,internal,"jsonb, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_extract_jsonb_path,GIN support
pg_catalog,gin_extract_jsonb_query,internal,"jsonb, internal, smallint, internal, internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_extract_jsonb_query,GIN support
pg_catalog,gin_extract_jsonb_query_path,internal,"jsonb, internal, smallint, internal, internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_extract_jsonb_query_path,GIN support
pg_catalog,gin_extract_tsquery,internal,"tsquery, internal, smallint, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_extract_tsquery_5args,GIN tsvector support (obsolete)
pg_catalog,gin_extract_tsquery,internal,"tsquery, internal, smallint, internal, internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_extract_tsquery_oldsig,GIN tsvector support (obsolete)
pg_catalog,gin_extract_tsquery,internal,"tsvector, internal, smallint, internal, internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_extract_tsquery,GIN tsvector support
pg_catalog,gin_extract_tsvector,internal,"tsvector, internal",func,immutable,safe,postgres,invoker,,internal,gin_extract_tsvector_2args,GIN tsvector support (obsolete)
pg_catalog,gin_extract_tsvector,internal,"tsvector, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_extract_tsvector,GIN tsvector support
pg_catalog,gin_triconsistent_jsonb,"""char""","internal, smallint, jsonb, integer, internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_triconsistent_jsonb,GIN support
pg_catalog,gin_triconsistent_jsonb_path,"""char""","internal, smallint, jsonb, integer, internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_triconsistent_jsonb_path,GIN support
pg_catalog,gin_tsquery_consistent,boolean,"internal, smallint, tsquery, integer, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_tsquery_consistent_6args,GIN tsvector support (obsolete)
pg_catalog,gin_tsquery_consistent,boolean,"internal, smallint, tsquery, integer, internal, internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_tsquery_consistent_oldsig,GIN tsvector support (obsolete)
pg_catalog,gin_tsquery_consistent,boolean,"internal, smallint, tsvector, integer, internal, internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_tsquery_consistent,GIN tsvector support
pg_catalog,gin_tsquery_triconsistent,"""char""","internal, smallint, tsvector, integer, internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,gin_tsquery_triconsistent,GIN tsvector support
pg_catalog,ginarrayconsistent,boolean,"internal, smallint, anyarray, integer, internal, internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,ginarrayconsistent,GIN array support
pg_catalog,ginarrayextract,internal,"anyarray, internal",func,immutable,safe,postgres,invoker,,internal,ginarrayextract_2args,GIN array support (obsolete)
pg_catalog,ginarrayextract,internal,"anyarray, internal, internal",func,immutable,safe,postgres,invoker,,internal,ginarrayextract,GIN array support
pg_catalog,ginarraytriconsistent,"""char""","internal, smallint, anyarray, integer, internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,ginarraytriconsistent,GIN array support
pg_catalog,ginhandler,index_am_handler,internal,func,volatile,safe,postgres,invoker,,internal,ginhandler,gin index access method handler
pg_catalog,ginqueryarrayextract,internal,"anyarray, internal, smallint, internal, internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,ginqueryarrayextract,GIN array support
pg_catalog,gist_box_consistent,boolean,"internal, box, smallint, oid, internal",func,immutable,safe,postgres,invoker,,internal,gist_box_consistent,GiST support
pg_catalog,gist_box_distance,double precision,"internal, box, smallint, oid, internal",func,immutable,safe,postgres,invoker,,internal,gist_box_distance,GiST support
pg_catalog,gist_box_penalty,internal,"internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,gist_box_penalty,GiST support
pg_catalog,gist_box_picksplit,internal,"internal, internal",func,immutable,safe,postgres,invoker,,internal,gist_box_picksplit,GiST support
pg_catalog,gist_box_same,internal,"box, box, internal",func,immutable,safe,postgres,invoker,,internal,gist_box_same,GiST support
pg_catalog,gist_box_union,box,"internal, internal",func,immutable,safe,postgres,invoker,,internal,gist_box_union,GiST support
pg_catalog,gist_circle_compress,internal,internal,func,immutable,safe,postgres,invoker,,internal,gist_circle_compress,GiST support
pg_catalog,gist_circle_consistent,boolean,"internal, circle, smallint, oid, internal",func,immutable,safe,postgres,invoker,,internal,gist_circle_consistent,GiST support
pg_catalog,gist_circle_distance,double precision,"internal, circle, smallint, oid, internal",func,immutable,safe,postgres,invoker,,internal,gist_circle_distance,GiST support
pg_catalog,gist_point_compress,internal,internal,func,immutable,safe,postgres,invoker,,internal,gist_point_compress,GiST support
pg_catalog,gist_point_consistent,boolean,"internal, point, smallint, oid, internal",func,immutable,safe,postgres,invoker,,internal,gist_point_consistent,GiST support
pg_catalog,gist_point_distance,double precision,"internal, point, smallint, oid, internal",func,immutable,safe,postgres,invoker,,internal,gist_point_distance,GiST support
pg_catalog,gist_point_fetch,internal,internal,func,immutable,safe,postgres,invoker,,internal,gist_point_fetch,GiST support
pg_catalog,gist_point_sortsupport,void,internal,func,immutable,safe,postgres,invoker,,internal,gist_point_sortsupport,sort support
pg_catalog,gist_poly_compress,internal,internal,func,immutable,safe,postgres,invoker,,internal,gist_poly_compress,GiST support
pg_catalog,gist_poly_consistent,boolean,"internal, polygon, smallint, oid, internal",func,immutable,safe,postgres,invoker,,internal,gist_poly_consistent,GiST support
pg_catalog,gist_poly_distance,double precision,"internal, polygon, smallint, oid, internal",func,immutable,safe,postgres,invoker,,internal,gist_poly_distance,GiST support
pg_catalog,gisthandler,index_am_handler,internal,func,volatile,safe,postgres,invoker,,internal,gisthandler,gist index access method handler
pg_catalog,gtsquery_compress,internal,internal,func,immutable,safe,postgres,invoker,,internal,gtsquery_compress,GiST tsquery support
pg_catalog,gtsquery_consistent,boolean,"internal, internal, integer, oid, internal",func,immutable,safe,postgres,invoker,,internal,gtsquery_consistent_oldsig,GiST tsquery support (obsolete)
pg_catalog,gtsquery_consistent,boolean,"internal, tsquery, smallint, oid, internal",func,immutable,safe,postgres,invoker,,internal,gtsquery_consistent,GiST tsquery support
pg_catalog,gtsquery_penalty,internal,"internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,gtsquery_penalty,GiST tsquery support
pg_catalog,gtsquery_picksplit,internal,"internal, internal",func,immutable,safe,postgres,invoker,,internal,gtsquery_picksplit,GiST tsquery support
pg_catalog,gtsquery_same,internal,"bigint, bigint, internal",func,immutable,safe,postgres,invoker,,internal,gtsquery_same,GiST tsquery support
pg_catalog,gtsquery_union,bigint,"internal, internal",func,immutable,safe,postgres,invoker,,internal,gtsquery_union,GiST tsquery support
pg_catalog,gtsvector_compress,internal,internal,func,immutable,safe,postgres,invoker,,internal,gtsvector_compress,GiST tsvector support
pg_catalog,gtsvector_consistent,boolean,"internal, gtsvector, integer, oid, internal",func,immutable,safe,postgres,invoker,,internal,gtsvector_consistent_oldsig,GiST tsvector support (obsolete)
pg_catalog,gtsvector_consistent,boolean,"internal, tsvector, smallint, oid, internal",func,immutable,safe,postgres,invoker,,internal,gtsvector_consistent,GiST tsvector support
pg_catalog,gtsvector_decompress,internal,internal,func,immutable,safe,postgres,invoker,,internal,gtsvector_decompress,GiST tsvector support
pg_catalog,gtsvector_options,void,internal,func,immutable,safe,postgres,invoker,,internal,gtsvector_options,GiST tsvector support
pg_catalog,gtsvector_penalty,internal,"internal, internal, internal",func,immutable,safe,postgres,invoker,,internal,gtsvector_penalty,GiST tsvector support
pg_catalog,gtsvector_picksplit,internal,"internal, internal",func,immutable,safe,postgres,invoker,,internal,gtsvector_picksplit,GiST tsvector support
pg_catalog,gtsvector_same,internal,"gtsvector, gtsvector, internal",func,immutable,safe,postgres,invoker,,internal,gtsvector_same,GiST tsvector support
pg_catalog,gtsvector_union,gtsvector,"internal, internal",func,immutable,safe,postgres,invoker,,internal,gtsvector_union,GiST tsvector support
pg_catalog,gtsvectorin,gtsvector,cstring,func,immutable,safe,postgres,invoker,,internal,gtsvectorin,I/O
pg_catalog,gtsvectorout,cstring,gtsvector,func,immutable,safe,postgres,invoker,,internal,gtsvectorout,I/O
pg_catalog,has_any_column_privilege,boolean,"name, oid, text",func,stable,safe,postgres,invoker,,internal,has_any_column_privilege_name_id,"user privilege on any column by username, rel oid"
pg_catalog,has_any_column_privilege,boolean,"name, text, text",func,stable,safe,postgres,invoker,,internal,has_any_column_privilege_name_name,"user privilege on any column by username, rel name"
pg_catalog,has_any_column_privilege,boolean,"oid, oid, text",func,stable,safe,postgres,invoker,,internal,has_any_column_privilege_id_id,"user privilege on any column by user oid, rel oid"
pg_catalog,has_any_column_privilege,boolean,"oid, text",func,stable,safe,postgres,invoker,,internal,has_any_column_privilege_id,current user privilege on any column by rel oid
pg_catalog,has_any_column_privilege,boolean,"oid, text, text",func,stable,safe,postgres,invoker,,internal,has_any_column_privilege_id_name,"user privilege on any column by user oid, rel name"
pg_catalog,has_any_column_privilege,boolean,"text, text",func,stable,safe,postgres,invoker,,internal,has_any_column_privilege_name,current user privilege on any column by rel name
pg_catalog,has_column_privilege,boolean,"name, oid, smallint, text",func,stable,safe,postgres,invoker,,internal,has_column_privilege_name_id_attnum,"user privilege on column by username, rel oid, col attnum"
pg_catalog,has_column_privilege,boolean,"name, oid, text, text",func,stable,safe,postgres,invoker,,internal,has_column_privilege_name_id_name,"user privilege on column by username, rel oid, col name"
pg_catalog,has_column_privilege,boolean,"name, text, smallint, text",func,stable,safe,postgres,invoker,,internal,has_column_privilege_name_name_attnum,"user privilege on column by username, rel name, col attnum"
pg_catalog,has_column_privilege,boolean,"name, text, text, text",func,stable,safe,postgres,invoker,,internal,has_column_privilege_name_name_name,"user privilege on column by username, rel name, col name"
pg_catalog,has_column_privilege,boolean,"oid, oid, smallint, text",func,stable,safe,postgres,invoker,,internal,has_column_privilege_id_id_attnum,"user privilege on column by user oid, rel oid, col attnum"
pg_catalog,has_column_privilege,boolean,"oid, oid, text, text",func,stable,safe,postgres,invoker,,internal,has_column_privilege_id_id_name,"user privilege on column by user oid, rel oid, col name"
pg_catalog,has_column_privilege,boolean,"oid, smallint, text",func,stable,safe,postgres,invoker,,internal,has_column_privilege_id_attnum,"current user privilege on column by rel oid, col attnum"
pg_catalog,has_column_privilege,boolean,"oid, text, smallint, text",func,stable,safe,postgres,invoker,,internal,has_column_privilege_id_name_attnum,"user privilege on column by user oid, rel name, col attnum"
pg_catalog,has_column_privilege,boolean,"oid, text, text",func,stable,safe,postgres,invoker,,internal,has_column_privilege_id_name,"current user privilege on column by rel oid, col name"
pg_catalog,has_column_privilege,boolean,"oid, text, text, text",func,stable,safe,postgres,invoker,,internal,has_column_privilege_id_name_name,"user privilege on column by user oid, rel name, col name"
pg_catalog,has_column_privilege,boolean,"text, smallint, text",func,stable,safe,postgres,invoker,,internal,has_column_privilege_name_attnum,"current user privilege on column by rel name, col attnum"
pg_catalog,has_column_privilege,boolean,"text, text, text",func,stable,safe,postgres,invoker,,internal,has_column_privilege_name_name,"current user privilege on column by rel name, col name"
pg_catalog,has_database_privilege,boolean,"name, oid, text",func,stable,safe,postgres,invoker,,internal,has_database_privilege_name_id,"user privilege on database by username, database oid"
pg_catalog,has_database_privilege,boolean,"name, text, text",func,stable,safe,postgres,invoker,,internal,has_database_privilege_name_name,"user privilege on database by username, database name"
pg_catalog,has_database_privilege,boolean,"oid, oid, text",func,stable,safe,postgres,invoker,,internal,has_database_privilege_id_id,"user privilege on database by user oid, database oid"
pg_catalog,has_database_privilege,boolean,"oid, text",func,stable,safe,postgres,invoker,,internal,has_database_privilege_id,current user privilege on database by database oid
pg_catalog,has_database_privilege,boolean,"oid, text, text",func,stable,safe,postgres,invoker,,internal,has_database_privilege_id_name,"user privilege on database by user oid, database name"
pg_catalog,has_database_privilege,boolean,"text, text",func,stable,safe,postgres,invoker,,internal,has_database_privilege_name,current user privilege on database by database name
pg_catalog,has_foreign_data_wrapper_privilege,boolean,"name, oid, text",func,stable,safe,postgres,invoker,,internal,has_foreign_data_wrapper_privilege_name_id,"user privilege on foreign data wrapper by username, foreign data wrapper oid"
pg_catalog,has_foreign_data_wrapper_privilege,boolean,"name, text, text",func,stable,safe,postgres,invoker,,internal,has_foreign_data_wrapper_privilege_name_name,"user privilege on foreign data wrapper by username, foreign data wrapper name"
pg_catalog,has_foreign_data_wrapper_privilege,boolean,"oid, oid, text",func,stable,safe,postgres,invoker,,internal,has_foreign_data_wrapper_privilege_id_id,"user privilege on foreign data wrapper by user oid, foreign data wrapper oid"
pg_catalog,has_foreign_data_wrapper_privilege,boolean,"oid, text",func,stable,safe,postgres,invoker,,internal,has_foreign_data_wrapper_privilege_id,current user privilege on foreign data wrapper by foreign data wrapper oid
pg_catalog,has_foreign_data_wrapper_privilege,boolean,"oid, text, text",func,stable,safe,postgres,invoker,,internal,has_foreign_data_wrapper_privilege_id_name,"user privilege on foreign data wrapper by user oid, foreign data wrapper name"
pg_catalog,has_foreign_data_wrapper_privilege,boolean,"text, text",func,stable,safe,postgres,invoker,,internal,has_foreign_data_wrapper_privilege_name,current user privilege on foreign data wrapper by foreign data wrapper name
pg_catalog,has_function_privilege,boolean,"name, oid, text",func,stable,safe,postgres,invoker,,internal,has_function_privilege_name_id,"user privilege on function by username, function oid"
pg_catalog,has_function_privilege,boolean,"name, text, text",func,stable,safe,postgres,invoker,,internal,has_function_privilege_name_name,"user privilege on function by username, function name"
pg_catalog,has_function_privilege,boolean,"oid, oid, text",func,stable,safe,postgres,invoker,,internal,has_function_privilege_id_id,"user privilege on function by user oid, function oid"
pg_catalog,has_function_privilege,boolean,"oid, text",func,stable,safe,postgres,invoker,,internal,has_function_privilege_id,current user privilege on function by function oid
pg_catalog,has_function_privilege,boolean,"oid, text, text",func,stable,safe,postgres,invoker,,internal,has_function_privilege_id_name,"user privilege on function by user oid, function name"
pg_catalog,has_function_privilege,boolean,"text, text",func,stable,safe,postgres,invoker,,internal,has_function_privilege_name,current user privilege on function by function name
pg_catalog,has_language_privilege,boolean,"name, oid, text",func,stable,safe,postgres,invoker,,internal,has_language_privilege_name_id,"user privilege on language by username, language oid"
pg_catalog,has_language_privilege,boolean,"name, text, text",func,stable,safe,postgres,invoker,,internal,has_language_privilege_name_name,"user privilege on language by username, language name"
pg_catalog,has_language_privilege,boolean,"oid, oid, text",func,stable,safe,postgres,invoker,,internal,has_language_privilege_id_id,"user privilege on language by user oid, language oid"
pg_catalog,has_language_privilege,boolean,"oid, text",func,stable,safe,postgres,invoker,,internal,has_language_privilege_id,current user privilege on language by language oid
pg_catalog,has_language_privilege,boolean,"oid, text, text",func,stable,safe,postgres,invoker,,internal,has_language_privilege_id_name,"user privilege on language by user oid, language name"
