Schema,Name,Result data type,Argument data types,Type,Volatility,Parallel,Owner,Security,Access privileges,Language,Source code,Description
pg_catalog,abbrev,text,cidr,func,immutable,safe,postgres,invoker,,internal,cidr_abbrev,abbreviated display of cidr value
pg_catalog,abbrev,text,inet,func,immutable,safe,postgres,invoker,,internal,inet_abbrev,abbreviated display of inet value
pg_catalog,abs,bigint,bigint,func,immutable,safe,postgres,invoker,,internal,int8abs,absolute value
pg_catalog,abs,double precision,double precision,func,immutable,safe,postgres,invoker,,internal,float8abs,absolute value
pg_catalog,abs,integer,integer,func,immutable,safe,postgres,invoker,,internal,int4abs,absolute value
pg_catalog,abs,numeric,numeric,func,immutable,safe,postgres,invoker,,internal,numeric_abs,absolute value
pg_catalog,abs,real,real,func,immutable,safe,postgres,invoker,,internal,float4abs,absolute value
pg_catalog,abs,smallint,smallint,func,immutable,safe,postgres,invoker,,internal,int2abs,absolute value
pg_catalog,aclcontains,boolean,"aclitem[], aclitem",func,immutable,safe,postgres,invoker,,internal,aclcontains,contains
pg_catalog,acldefault,aclitem[],"""char"", oid",func,immutable,safe,postgres,invoker,,internal,acldefault_sql,"show hardwired default privileges, primarily for use by the information schema"
pg_catalog,aclexplode,SETOF record,"acl aclitem[], OUT grantor oid, OUT grantee oid, OUT privilege_type text, OUT is_grantable boolean",func,stable,safe,postgres,invoker,,internal,aclexplode,"convert ACL item array to table, primarily for use by information schema"
pg_catalog,aclinsert,aclitem[],"aclitem[], aclitem",func,immutable,safe,postgres,invoker,,internal,aclinsert,add/update ACL item
pg_catalog,aclitemeq,boolean,"aclitem, aclitem",func,immutable,safe,postgres,invoker,,internal,aclitem_eq,implementation of = operator
pg_catalog,aclitemin,aclitem,cstring,func,stable,safe,postgres,invoker,,internal,aclitemin,I/O
pg_catalog,aclitemout,cstring,aclitem,func,stable,safe,postgres,invoker,,internal,aclitemout,I/O
pg_catalog,aclremove,aclitem[],"aclitem[], aclitem",func,immutable,safe,postgres,invoker,,internal,aclremove,remove ACL item
pg_catalog,acos,double precision,double precision,func,immutable,safe,postgres,invoker,,internal,dacos,arccosine
pg_catalog,acosd,double precision,double precision,func,immutable,safe,postgres,invoker,,internal,dacosd,"arccosine, degrees"
pg_catalog,acosh,double precision,double precision,func,immutable,safe,postgres,invoker,,internal,dacosh,inverse hyperbolic cosine
pg_catalog,age,interval,timestamp without time zone,func,stable,safe,postgres,invoker,,sql,"RETURN age((CURRENT_DATE)::timestamp without time zone, $1)",date difference from today preserving months and years
pg_catalog,age,interval,"timestamp without time zone, timestamp without time zone",func,immutable,safe,postgres,invoker,,internal,timestamp_age,date difference preserving months and years
pg_catalog,age,interval,timestamp with time zone,func,stable,safe,postgres,invoker,,sql,"RETURN age((CURRENT_DATE)::timestamp with time zone, $1)",date difference from today preserving months and years
pg_catalog,age,interval,"timestamp with time zone, timestamp with time zone",func,immutable,safe,postgres,invoker,,internal,timestamptz_age,date difference preserving months and years
pg_catalog,age,integer,xid,func,stable,restricted,postgres,invoker,,internal,xid_age,"age of a transaction ID, in transactions before current transaction"
pg_catalog,amvalidate,boolean,oid,func,volatile,safe,postgres,invoker,,internal,amvalidate,validate an operator class
pg_catalog,any_in,"""any""",cstring,func,immutable,safe,postgres,invoker,,internal,any_in,I/O
pg_catalog,any_out,cstring,"""any""",func,immutable,safe,postgres,invoker,,internal,any_out,I/O
pg_catalog,anyarray_in,anyarray,cstring,func,immutable,safe,postgres,invoker,,internal,anyarray_in,I/O
pg_catalog,anyarray_out,cstring,anyarray,func,stable,safe,postgres,invoker,,internal,anyarray_out,I/O
pg_catalog,anyarray_recv,anyarray,internal,func,stable,safe,postgres,invoker,,internal,anyarray_recv,I/O
pg_catalog,anyarray_send,bytea,anyarray,func,stable,safe,postgres,invoker,,internal,anyarray_send,I/O
pg_catalog,anycompatible_in,anycompatible,cstring,func,immutable,safe,postgres,invoker,,internal,anycompatible_in,I/O
pg_catalog,anycompatible_out,cstring,anycompatible,func,immutable,safe,postgres,invoker,,internal,anycompatible_out,I/O
pg_catalog,anycompatiblearray_in,anycompatiblearray,cstring,func,immutable,safe,postgres,invoker,,internal,anycompatiblearray_in,I/O
pg_catalog,anycompatiblearray_out,cstring,anycompatiblearray,func,stable,safe,postgres,invoker,,internal,anycompatiblearray_out,I/O
pg_catalog,anycompatiblearray_recv,anycompatiblearray,internal,func,stable,safe,postgres,invoker,,internal,anycompatiblearray_recv,I/O
pg_catalog,anycompatiblearray_send,bytea,anycompatiblearray,func,stable,safe,postgres,invoker,,internal,anycompatiblearray_send,I/O
pg_catalog,anycompatiblemultirange_in,anycompatiblemultirange,"cstring, oid, integer",func,stable,safe,postgres,invoker,,internal,anycompatiblemultirange_in,I/O
pg_catalog,anycompatiblemultirange_out,cstring,anycompatiblemultirange,func,stable,safe,postgres,invoker,,internal,anycompatiblemultirange_out,I/O
pg_catalog,anycompatiblenonarray_in,anycompatiblenonarray,cstring,func,immutable,safe,postgres,invoker,,internal,anycompatiblenonarray_in,I/O
pg_catalog,anycompatiblenonarray_out,cstring,anycompatiblenonarray,func,immutable,safe,postgres,invoker,,internal,anycompatiblenonarray_out,I/O
pg_catalog,anycompatiblerange_in,anycompatiblerange,"cstring, oid, integer",func,stable,safe,postgres,invoker,,internal,anycompatiblerange_in,I/O
pg_catalog,anycompatiblerange_out,cstring,anycompatiblerange,func,stable,safe,postgres,invoker,,internal,anycompatiblerange_out,I/O
pg_catalog,anyelement_in,anyelement,cstring,func,immutable,safe,postgres,invoker,,internal,anyelement_in,I/O
pg_catalog,anyelement_out,cstring,anyelement,func,immutable,safe,postgres,invoker,,internal,anyelement_out,I/O
pg_catalog,anyenum_in,anyenum,cstring,func,immutable,safe,postgres,invoker,,internal,anyenum_in,I/O
pg_catalog,anyenum_out,cstring,anyenum,func,stable,safe,postgres,invoker,,internal,anyenum_out,I/O
pg_catalog,anymultirange_in,anymultirange,"cstring, oid, integer",func,stable,safe,postgres,invoker,,internal,anymultirange_in,I/O
pg_catalog,anymultirange_out,cstring,anymultirange,func,stable,safe,postgres,invoker,,internal,anymultirange_out,I/O
pg_catalog,anynonarray_in,anynonarray,cstring,func,immutable,safe,postgres,invoker,,internal,anynonarray_in,I/O
pg_catalog,anynonarray_out,cstring,anynonarray,func,immutable,safe,postgres,invoker,,internal,anynonarray_out,I/O
pg_catalog,anyrange_in,anyrange,"cstring, oid, integer",func,stable,safe,postgres,invoker,,internal,anyrange_in,I/O
pg_catalog,anyrange_out,cstring,anyrange,func,stable,safe,postgres,invoker,,internal,anyrange_out,I/O
pg_catalog,anytextcat,text,"anynonarray, text",func,stable,safe,postgres,invoker,,sql,select $1::pg_catalog.text operator(pg_catalog.||) $2,implementation of || operator
pg_catalog,area,double precision,box,func,immutable,safe,postgres,invoker,,internal,box_area,box area
pg_catalog,area,double precision,circle,func,immutable,safe,postgres,invoker,,internal,circle_area,area of circle
pg_catalog,area,double precision,path,func,immutable,safe,postgres,invoker,,internal,path_area,area of a closed path
pg_catalog,areajoinsel,double precision,"internal, oid, internal, smallint, internal",func,stable,safe,postgres,invoker,,internal,areajoinsel,join selectivity for area-comparison operators
pg_catalog,areasel,double precision,"internal, oid, internal, integer",func,stable,safe,postgres,invoker,,internal,areasel,restriction selectivity for area-comparison operators
pg_catalog,array_agg_array_finalfn,anyarray,"internal, anyarray",func,immutable,safe,postgres,invoker,,internal,array_agg_array_finalfn,aggregate final function
pg_catalog,array_agg_array_transfn,internal,"internal, anyarray",func,immutable,safe,postgres,invoker,,internal,array_agg_array_transfn,aggregate transition function
pg_catalog,array_agg_finalfn,anyarray,"internal, anynonarray",func,immutable,safe,postgres,invoker,,internal,array_agg_finalfn,aggregate final function
pg_catalog,array_agg_transfn,internal,"internal, anynonarray",func,immutable,safe,postgres,invoker,,internal,array_agg_transfn,aggregate transition function
pg_catalog,array_append,anycompatiblearray,"anycompatiblearray, anycompatible",func,immutable,safe,postgres,invoker,,internal,array_append,append element onto end of array
pg_catalog,array_cat,anycompatiblearray,"anycompatiblearray, anycompatiblearray",func,immutable,safe,postgres,invoker,,internal,array_cat,implementation of || operator
pg_catalog,array_dims,text,anyarray,func,immutable,safe,postgres,invoker,,internal,array_dims,array dimensions
pg_catalog,array_eq,boolean,"anyarray, anyarray",func,immutable,safe,postgres,invoker,,internal,array_eq,implementation of = operator
pg_catalog,array_fill,anyarray,"anyelement, integer[]",func,immutable,safe,postgres,invoker,,internal,array_fill,array constructor with value
pg_catalog,array_fill,anyarray,"anyelement, integer[], integer[]",func,immutable,safe,postgres,invoker,,internal,array_fill_with_lower_bounds,array constructor with value
pg_catalog,array_ge,boolean,"anyarray, anyarray",func,immutable,safe,postgres,invoker,,internal,array_ge,implementation of >= operator
pg_catalog,array_gt,boolean,"anyarray, anyarray",func,immutable,safe,postgres,invoker,,internal,array_gt,implementation of > operator
pg_catalog,array_in,anyarray,"cstring, oid, integer",func,stable,safe,postgres,invoker,,internal,array_in,I/O
pg_catalog,array_larger,anyarray,"anyarray, anyarray",func,immutable,safe,postgres,invoker,,internal,array_larger,larger of two
pg_catalog,array_le,boolean,"anyarray, anyarray",func,immutable,safe,postgres,invoker,,internal,array_le,implementation of <= operator
pg_catalog,array_length,integer,"anyarray, integer",func,immutable,safe,postgres,invoker,,internal,array_length,array length
pg_catalog,array_lower,integer,"anyarray, integer",func,immutable,safe,postgres,invoker,,internal,array_lower,array lower dimension
pg_catalog,array_lt,boolean,"anyarray, anyarray",func,immutable,safe,postgres,invoker,,internal,array_lt,implementation of < operator
pg_catalog,array_ndims,integer,anyarray,func,immutable,safe,postgres,invoker,,internal,array_ndims,number of array dimensions
pg_catalog,array_ne,boolean,"anyarray, anyarray",func,immutable,safe,postgres,invoker,,internal,array_ne,implementation of <> operator
pg_catalog,array_out,cstring,anyarray,func,stable,safe,postgres,invoker,,internal,array_out,I/O
pg_catalog,array_position,integer,"anycompatiblearray, anycompatible",func,immutable,safe,postgres,invoker,,internal,array_position,returns an offset of value in array
pg_catalog,array_position,integer,"anycompatiblearray, anycompatible, integer",func,immutable,safe,postgres,invoker,,internal,array_position_start,returns an offset of value in array with start index
pg_catalog,array_positions,integer[],"anycompatiblearray, anycompatible",func,immutable,safe,postgres,invoker,,internal,array_positions,returns an array of offsets of some value in array
pg_catalog,array_prepend,anycompatiblearray,"anycompatible, anycompatiblearray",func,immutable,safe,postgres,invoker,,internal,array_prepend,prepend element onto front of array
pg_catalog,array_recv,anyarray,"internal, oid, integer",func,stable,safe,postgres,invoker,,internal,array_recv,I/O
pg_catalog,array_remove,anycompatiblearray,"anycompatiblearray, anycompatible",func,immutable,safe,postgres,invoker,,internal,array_remove,remove any occurrences of an element from an array
pg_catalog,array_replace,anycompatiblearray,"anycompatiblearray, anycompatible, anycompatible",func,immutable,safe,postgres,invoker,,internal,array_replace,replace any occurrences of an element in an array
pg_catalog,array_send,bytea,anyarray,func,stable,safe,postgres,invoker,,internal,array_send,I/O
pg_catalog,array_smaller,anyarray,"anyarray, anyarray",func,immutable,safe,postgres,invoker,,internal,array_smaller,smaller of two
pg_catalog,array_subscript_handler,internal,internal,func,immutable,safe,postgres,invoker,,internal,array_subscript_handler,standard array subscripting support
pg_catalog,array_to_json,json,anyarray,func,stable,safe,postgres,invoker,,internal,array_to_json,map array to json
pg_catalog,array_to_json,json,"anyarray, boolean",func,stable,safe,postgres,invoker,,internal,array_to_json_pretty,map array to json with optional pretty printing
pg_catalog,array_to_string,text,"anyarray, text",func,stable,safe,postgres,invoker,,internal,array_to_text,"concatenate array elements, using delimiter, into text"
pg_catalog,array_to_string,text,"anyarray, text, text",func,stable,safe,postgres,invoker,,internal,array_to_text_null,"concatenate array elements, using delimiter and null string, into text"
pg_catalog,array_to_tsvector,tsvector,text[],func,immutable,safe,postgres,invoker,,internal,array_to_tsvector,build tsvector from array of lexemes
pg_catalog,array_typanalyze,boolean,internal,func,stable,safe,postgres,invoker,,internal,array_typanalyze,array typanalyze
pg_catalog,array_unnest_support,internal,internal,func,immutable,safe,postgres,invoker,,internal,array_unnest_support,planner support for array_unnest
pg_catalog,array_upper,integer,"anyarray, integer",func,immutable,safe,postgres,invoker,,internal,array_upper,array upper dimension
pg_catalog,arraycontained,boolean,"anyarray, anyarray",func,immutable,safe,postgres,invoker,,internal,arraycontained,implementation of <@ operator
pg_catalog,arraycontains,boolean,"anyarray, anyarray",func,immutable,safe,postgres,invoker,,internal,arraycontains,implementation of @> operator
pg_catalog,arraycontjoinsel,double precision,"internal, oid, internal, smallint, internal",func,stable,safe,postgres,invoker,,internal,arraycontjoinsel,join selectivity for array-containment operators
pg_catalog,arraycontsel,double precision,"internal, oid, internal, integer",func,stable,safe,postgres,invoker,,internal,arraycontsel,restriction selectivity for array-containment operators
pg_catalog,arrayoverlap,boolean,"anyarray, anyarray",func,immutable,safe,postgres,invoker,,internal,arrayoverlap,implementation of && operator
pg_catalog,ascii,integer,text,func,immutable,safe,postgres,invoker,,internal,ascii,convert first char to int4
pg_catalog,asin,double precision,double precision,func,immutable,safe,postgres,invoker,,internal,dasin,arcsine
pg_catalog,asind,double precision,double precision,func,immutable,safe,postgres,invoker,,internal,dasind,"arcsine, degrees"
pg_catalog,asinh,double precision,double precision,func,immutable,safe,postgres,invoker,,internal,dasinh,inverse hyperbolic sine
pg_catalog,atan,double precision,double precision,func,immutable,safe,postgres,invoker,,internal,datan,arctangent
pg_catalog,atan2,double precision,"double precision, double precision",func,immutable,safe,postgres,invoker,,internal,datan2,"arctangent, two arguments"
pg_catalog,atan2d,double precision,"double precision, double precision",func,immutable,safe,postgres,invoker,,internal,datan2d,"arctangent, two arguments, degrees"
pg_catalog,atand,double precision,double precision,func,immutable,safe,postgres,invoker,,internal,datand,"arctangent, degrees"
pg_catalog,atanh,double precision,double precision,func,immutable,safe,postgres,invoker,,internal,datanh,inverse hyperbolic tangent
pg_catalog,bernoulli,tsm_handler,internal,func,volatile,safe,postgres,invoker,,internal,tsm_bernoulli_handler,BERNOULLI tablesample method handler
pg_catalog,big5_to_euc_tw,integer,"integer, integer, cstring, internal, integer, boolean",func,immutable,safe,postgres,invoker,,c,big5_to_euc_tw,internal conversion function for BIG5 to EUC_TW
pg_catalog,big5_to_mic,integer,"integer, integer, cstring, internal, integer, boolean",func,immutable,safe,postgres,invoker,,c,big5_to_mic,internal conversion function for BIG5 to MULE_INTERNAL
pg_catalog,big5_to_utf8,integer,"integer, integer, cstring, internal, integer, boolean",func,immutable,safe,postgres,invoker,,c,big5_to_utf8,internal conversion function for BIG5 to UTF8
pg_catalog,binary_upgrade_create_empty_extension,void,"text, text, boolean, text, oid[], text[], text[]",func,volatile,unsafe,postgres,invoker,,internal,binary_upgrade_create_empty_extension,for use by pg_upgrade
pg_catalog,binary_upgrade_set_missing_value,void,"oid, text, text",func,volatile,unsafe,postgres,invoker,,internal,binary_upgrade_set_missing_value,for use by pg_upgrade
pg_catalog,binary_upgrade_set_next_array_pg_type_oid,void,oid,func,volatile,restricted,postgres,invoker,,internal,binary_upgrade_set_next_array_pg_type_oid,for use by pg_upgrade
pg_catalog,binary_upgrade_set_next_heap_pg_class_oid,void,oid,func,volatile,restricted,postgres,invoker,,internal,binary_upgrade_set_next_heap_pg_class_oid,for use by pg_upgrade
pg_catalog,binary_upgrade_set_next_heap_relfilenode,void,oid,func,volatile,unsafe,postgres,invoker,,internal,binary_upgrade_set_next_heap_relfilenode,for use by pg_upgrade
pg_catalog,binary_upgrade_set_next_index_pg_class_oid,void,oid,func,volatile,restricted,postgres,invoker,,internal,binary_upgrade_set_next_index_pg_class_oid,for use by pg_upgrade
pg_catalog,binary_upgrade_set_next_index_relfilenode,void,oid,func,volatile,unsafe,postgres,invoker,,internal,binary_upgrade_set_next_index_relfilenode,for use by pg_upgrade
pg_catalog,binary_upgrade_set_next_multirange_array_pg_type_oid,void,oid,func,volatile,restricted,postgres,invoker,,internal,binary_upgrade_set_next_multirange_array_pg_type_oid,for use by pg_upgrade
pg_catalog,binary_upgrade_set_next_multirange_pg_type_oid,void,oid,func,volatile,restricted,postgres,invoker,,internal,binary_upgrade_set_next_multirange_pg_type_oid,for use by pg_upgrade
pg_catalog,binary_upgrade_set_next_pg_authid_oid,void,oid,func,volatile,restricted,postgres,invoker,,internal,binary_upgrade_set_next_pg_authid_oid,for use by pg_upgrade
pg_catalog,binary_upgrade_set_next_pg_enum_oid,void,oid,func,volatile,restricted,postgres,invoker,,internal,binary_upgrade_set_next_pg_enum_oid,for use by pg_upgrade
pg_catalog,binary_upgrade_set_next_pg_tablespace_oid,void,oid,func,volatile,unsafe,postgres,invoker,,internal,binary_upgrade_set_next_pg_tablespace_oid,for use by pg_upgrade
pg_catalog,binary_upgrade_set_next_pg_type_oid,void,oid,func,volatile,restricted,postgres,invoker,,internal,binary_upgrade_set_next_pg_type_oid,for use by pg_upgrade
pg_catalog,binary_upgrade_set_next_toast_pg_class_oid,void,oid,func,volatile,restricted,postgres,invoker,,internal,binary_upgrade_set_next_toast_pg_class_oid,for use by pg_upgrade
pg_catalog,binary_upgrade_set_next_toast_relfilenode,void,oid,func,volatile,unsafe,postgres,invoker,,internal,binary_upgrade_set_next_toast_relfilenode,for use by pg_upgrade
pg_catalog,binary_upgrade_set_record_init_privs,void,boolean,func,volatile,restricted,postgres,invoker,,internal,binary_upgrade_set_record_init_privs,for use by pg_upgrade
pg_catalog,bit,bit,"bigint, integer",func,immutable,safe,postgres,invoker,,internal,bitfromint8,convert int8 to bitstring
pg_catalog,bit,bit,"bit, integer, boolean",func,immutable,safe,postgres,invoker,,internal,bit,adjust bit() to typmod length
pg_catalog,bit,bit,"integer, integer",func,immutable,safe,postgres,invoker,,internal,bitfromint4,convert int4 to bitstring
pg_catalog,bit_count,bigint,bit,func,immutable,safe,postgres,invoker,,internal,bit_bit_count,number of set bits
pg_catalog,bit_count,bigint,bytea,func,immutable,safe,postgres,invoker,,internal,bytea_bit_count,number of set bits
pg_catalog,bit_in,bit,"cstring, oid, integer",func,immutable,safe,postgres,invoker,,internal,bit_in,I/O
pg_catalog,bit_length,integer,bit,func,immutable,safe,postgres,invoker,,sql,RETURN length($1),length in bits
pg_catalog,bit_length,integer,bytea,func,immutable,safe,postgres,invoker,,sql,RETURN (octet_length($1) * 8),length in bits
pg_catalog,bit_length,integer,text,func,immutable,safe,postgres,invoker,,sql,RETURN (octet_length($1) * 8),length in bits
pg_catalog,bit_out,cstring,bit,func,immutable,safe,postgres,invoker,,internal,bit_out,I/O
pg_catalog,bit_recv,bit,"internal, oid, integer",func,immutable,safe,postgres,invoker,,internal,bit_recv,I/O
pg_catalog,bit_send,bytea,bit,func,immutable,safe,postgres,invoker,,internal,bit_send,I/O
pg_catalog,bitand,bit,"bit, bit",func,immutable,safe,postgres,invoker,,internal,bit_and,implementation of & operator
pg_catalog,bitcat,bit varying,"bit varying, bit varying",func,immutable,safe,postgres,invoker,,internal,bitcat,implementation of || operator
pg_catalog,bitcmp,integer,"bit, bit",func,immutable,safe,postgres,invoker,,internal,bitcmp,less-equal-greater
pg_catalog,biteq,boolean,"bit, bit",func,immutable,safe,postgres,invoker,,internal,biteq,implementation of = operator
pg_catalog,bitge,boolean,"bit, bit",func,immutable,safe,postgres,invoker,,internal,bitge,implementation of >= operator
pg_catalog,bitgt,boolean,"bit, bit",func,immutable,safe,postgres,invoker,,internal,bitgt,implementation of > operator
pg_catalog,bitle,boolean,"bit, bit",func,immutable,safe,postgres,invoker,,internal,bitle,implementation of <= operator
pg_catalog,bitlt,boolean,"bit, bit",func,immutable,safe,postgres,invoker,,internal,bitlt,implementation of < operator
pg_catalog,bitne,boolean,"bit, bit",func,immutable,safe,postgres,invoker,,internal,bitne,implementation of <> operator
pg_catalog,bitnot,bit,bit,func,immutable,safe,postgres,invoker,,internal,bitnot,implementation of ~ operator
pg_catalog,bitor,bit,"bit, bit",func,immutable,safe,postgres,invoker,,internal,bit_or,implementation of | operator
pg_catalog,bitshiftleft,bit,"bit, integer",func,immutable,safe,postgres,invoker,,internal,bitshiftleft,implementation of << operator
pg_catalog,bitshiftright,bit,"bit, integer",func,immutable,safe,postgres,invoker,,internal,bitshiftright,implementation of >> operator
pg_catalog,bittypmodin,integer,cstring[],func,immutable,safe,postgres,invoker,,internal,bittypmodin,I/O typmod
pg_catalog,bittypmodout,cstring,integer,func,immutable,safe,postgres,invoker,,internal,bittypmodout,I/O typmod
pg_catalog,bitxor,bit,"bit, bit",func,immutable,safe,postgres,invoker,,internal,bitxor,implementation of # operator
pg_catalog,bool,boolean,integer,func,immutable,safe,postgres,invoker,,internal,int4_bool,convert int4 to boolean
pg_catalog,bool,boolean,jsonb,func,immutable,safe,postgres,invoker,,internal,jsonb_bool,convert jsonb to boolean
pg_catalog,bool_accum,internal,"internal, boolean",func,immutable,safe,postgres,invoker,,internal,bool_accum,aggregate transition function
pg_catalog,bool_accum_inv,internal,"internal, boolean",func,immutable,safe,postgres,invoker,,internal,bool_accum_inv,aggregate transition function
pg_catalog,bool_alltrue,boolean,internal,func,immutable,safe,postgres,invoker,,internal,bool_alltrue,aggregate final function
pg_catalog,bool_anytrue,boolean,internal,func,immutable,safe,postgres,invoker,,internal,bool_anytrue,aggregate final function
pg_catalog,booland_statefunc,boolean,"boolean, boolean",func,immutable,safe,postgres,invoker,,internal,booland_statefunc,aggregate transition function
pg_catalog,booleq,boolean,"boolean, boolean",func,immutable,safe,postgres,invoker,,internal,booleq,implementation of = operator
pg_catalog,boolge,boolean,"boolean, boolean",func,immutable,safe,postgres,invoker,,internal,boolge,implementation of >= operator
pg_catalog,boolgt,boolean,"boolean, boolean",func,immutable,safe,postgres,invoker,,internal,boolgt,implementation of > operator
pg_catalog,boolin,boolean,cstring,func,immutable,safe,postgres,invoker,,internal,boolin,I/O
pg_catalog,boolle,boolean,"boolean, boolean",func,immutable,safe,postgres,invoker,,internal,boolle,implementation of <= operator
pg_catalog,boollt,boolean,"boolean, boolean",func,immutable,safe,postgres,invoker,,internal,boollt,implementation of < operator
pg_catalog,boolne,boolean,"boolean, boolean",func,immutable,safe,postgres,invoker,,internal,boolne,implementation of <> operator
pg_catalog,boolor_statefunc,boolean,"boolean, boolean",func,immutable,safe,postgres,invoker,,internal,boolor_statefunc,aggregate transition function
pg_catalog,boolout,cstring,boolean,func,immutable,safe,postgres,invoker,,internal,boolout,I/O
pg_catalog,boolrecv,boolean,internal,func,immutable,safe,postgres,invoker,,internal,boolrecv,I/O
pg_catalog,boolsend,bytea,boolean,func,immutable,safe,postgres,invoker,,internal,boolsend,I/O
pg_catalog,bound_box,box,"box, box",func,immutable,safe,postgres,invoker,,internal,boxes_bound_box,bounding box of two boxes
pg_catalog,box,box,circle,func,immutable,safe,postgres,invoker,,internal,circle_box,convert circle to box
pg_catalog,box,box,point,func,immutable,safe,postgres,invoker,,internal,point_box,convert point to empty box
pg_catalog,box,box,"point, point",func,immutable,safe,postgres,invoker,,internal,points_box,convert points to box
pg_catalog,box,box,polygon,func,immutable,safe,postgres,invoker,,internal,poly_box,convert polygon to bounding box
pg_catalog,box_above,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_above,implementation of |>> operator
pg_catalog,box_above_eq,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_above_eq,implementation of >^ operator
pg_catalog,box_add,box,"box, point",func,immutable,safe,postgres,invoker,,internal,box_add,implementation of + operator
pg_catalog,box_below,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_below,implementation of <<| operator
pg_catalog,box_below_eq,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_below_eq,implementation of <^ operator
pg_catalog,box_center,point,box,func,immutable,safe,postgres,invoker,,internal,box_center,implementation of @@ operator
pg_catalog,box_contain,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_contain,implementation of @> operator
pg_catalog,box_contain_pt,boolean,"box, point",func,immutable,safe,postgres,invoker,,internal,box_contain_pt,implementation of @> operator
pg_catalog,box_contained,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_contained,implementation of <@ operator
pg_catalog,box_distance,double precision,"box, box",func,immutable,safe,postgres,invoker,,internal,box_distance,implementation of <-> operator
pg_catalog,box_div,box,"box, point",func,immutable,safe,postgres,invoker,,internal,box_div,implementation of / operator
pg_catalog,box_eq,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_eq,implementation of = operator
pg_catalog,box_ge,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_ge,implementation of >= operator
pg_catalog,box_gt,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_gt,implementation of > operator
pg_catalog,box_in,box,cstring,func,immutable,safe,postgres,invoker,,internal,box_in,I/O
pg_catalog,box_intersect,box,"box, box",func,immutable,safe,postgres,invoker,,internal,box_intersect,implementation of # operator
pg_catalog,box_le,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_le,implementation of <= operator
pg_catalog,box_left,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_left,implementation of << operator
pg_catalog,box_lt,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_lt,implementation of < operator
pg_catalog,box_mul,box,"box, point",func,immutable,safe,postgres,invoker,,internal,box_mul,implementation of * operator
pg_catalog,box_out,cstring,box,func,immutable,safe,postgres,invoker,,internal,box_out,I/O
pg_catalog,box_overabove,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_overabove,implementation of |&> operator
pg_catalog,box_overbelow,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_overbelow,implementation of &<| operator
pg_catalog,box_overlap,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_overlap,implementation of && operator
pg_catalog,box_overleft,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_overleft,implementation of &< operator
pg_catalog,box_overright,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_overright,implementation of &> operator
pg_catalog,box_recv,box,internal,func,immutable,safe,postgres,invoker,,internal,box_recv,I/O
pg_catalog,box_right,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_right,implementation of >> operator
pg_catalog,box_same,boolean,"box, box",func,immutable,safe,postgres,invoker,,internal,box_same,implementation of ~= operator
pg_catalog,box_send,bytea,box,func,immutable,safe,postgres,invoker,,internal,box_send,I/O
pg_catalog,box_sub,box,"box, point",func,immutable,safe,postgres,invoker,,internal,box_sub,implementation of - operator
pg_catalog,bpchar,character,"""char""",func,immutable,safe,postgres,invoker,,internal,char_bpchar,convert char to char(n)
pg_catalog,bpchar,character,"character, integer, boolean",func,immutable,safe,postgres,invoker,,internal,bpchar,adjust char() to typmod length
pg_catalog,bpchar,character,name,func,immutable,safe,postgres,invoker,,internal,name_bpchar,convert name to char(n)
pg_catalog,bpchar_larger,character,"character, character",func,immutable,safe,postgres,invoker,,internal,bpchar_larger,larger of two
pg_catalog,bpchar_pattern_ge,boolean,"character, character",func,immutable,safe,postgres,invoker,,internal,bpchar_pattern_ge,implementation of ~>=~ operator
pg_catalog,bpchar_pattern_gt,boolean,"character, character",func,immutable,safe,postgres,invoker,,internal,bpchar_pattern_gt,implementation of ~>~ operator
pg_catalog,bpchar_pattern_le,boolean,"character, character",func,immutable,safe,postgres,invoker,,internal,bpchar_pattern_le,implementation of ~<=~ operator
pg_catalog,bpchar_pattern_lt,boolean,"character, character",func,immutable,safe,postgres,invoker,,internal,bpchar_pattern_lt,implementation of ~<~ operator
pg_catalog,bpchar_smaller,character,"character, character",func,immutable,safe,postgres,invoker,,internal,bpchar_smaller,smaller of two
pg_catalog,bpchar_sortsupport,void,internal,func,immutable,safe,postgres,invoker,,internal,bpchar_sortsupport,sort support
pg_catalog,bpcharcmp,integer,"character, character",func,immutable,safe,postgres,invoker,,internal,bpcharcmp,less-equal-greater
